City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
116,wailua homesteads,22.0669,-159.378,26.44,84,75,6.17,US,1693062791
117,tofol,5.3248,163.0078,27.87,72,91,0.99,FM,1693062792
118,kontcha,7.9667,12.2333,31.37,59,94,0.88,CM,1693062792
119,zag,46.9441,99.165,11.71,61,6,1.63,MN,1693062793
120,iskateley,67.6803,53.1512,6.88,86,100,3.98,RU,1693062794
121,talnakh,69.4865,88.3972,10.67,85,100,4.27,RU,1693062795
122,tolanaro,-25.0319,46.9987,22.57,80,0,8.17,MG,1693062796
123,holualoa,19.6228,-155.9522,21.91,83,75,1.54,US,1693062796
124,betio village,1.358,172.9211,29.02,75,10,3.08,KI,1693062797
125,vorgashor,67.5833,63.95,4.89,98,100,4.11,RU,1693062798
126,el jadid,33.2549,-8.506,25.21,74,100,8.83,MA,1693062799
127,atafu village,-8.5421,-172.5159,27.52,81,66,5.34,TK,1693062799
128,buala,-8.145,159.5921,24.7,90,100,2.64,SB,1693062800
129,vilyuysk,63.7553,121.6247,15.74,70,66,2.25,RU,1693062802
130,mutum,-19.8,-41.4383,34.83,34,61,0.78,BR,1693062655
131,codrington,-38.2667,141.9667,9.73,78,100,3.59,AU,1693062803
132,berdigestyakh,62.0989,126.6992,14.14,82,73,1.45,RU,1693062804
133,college,64.8569,-147.8028,13.83,88,100,2.57,US,1693062805
134,amga,60.8953,131.9608,12.9,64,100,0.58,RU,1693062806
135,saldanha,-33.0117,17.9442,13.41,58,28,5.33,ZA,1693062693
136,sisimiut,66.9395,-53.6735,6.7,83,100,11.31,GL,1693062807
137,dabat,12.9842,37.765,16.01,77,100,1.92,ET,1693062808
138,nikolayevsk-on-amure,53.1406,140.73,9.84,79,100,0.92,RU,1693062809
139,klyuchi,52.2667,79.1667,17.16,48,37,3.57,RU,1693062810
140,nadi,-17.8,177.4167,22.0,78,40,4.63,FJ,1693062811
141,abepura,-2.6333,140.5833,23.45,88,20,1.54,ID,1693062812
142,bayanhongor,46.7167,100.1167,9.66,65,7,2.24,MN,1693062813
143,posto fiscal rolim de moura,-13.0833,-62.2667,31.38,48,32,2.42,BR,1693062814
144,cabo san lucas,22.8909,-109.9124,30.28,69,40,3.13,MX,1693062814
145,bilibino,68.0546,166.4372,6.23,56,86,1.2,RU,1693062815
146,bu'aale,1.0833,42.5833,30.25,39,27,6.89,SO,1693062816
147,callao,-12.0667,-77.15,23.18,73,100,4.12,PE,1693062744
148,cascavel,-24.9558,-53.4553,16.78,63,0,6.17,BR,1693062817
149,puerto madryn,-42.7692,-65.0385,10.41,35,0,4.31,AR,1693062818
150,ipora,-16.4419,-51.1178,34.88,24,92,2.12,BR,1693062819
151,mundemba,4.9479,8.8724,27.52,78,91,3.28,CM,1693062819
152,polyarnyy,69.1989,33.4478,10.65,80,81,4.41,RU,1693062821
153,grand falls-windsor,48.9332,-55.6649,21.95,55,12,0.89,CA,1693062822
154,port macquarie,-31.4333,152.9167,9.94,89,36,1.82,AU,1693062823
155,petropavlovsk-kamchatsky,53.0452,158.6483,12.33,100,20,1.0,RU,1693062823
156,road town,18.4167,-64.6167,30.02,74,40,4.63,VG,1693062824
157,thunder bay,48.4001,-89.3168,14.99,63,75,2.06,CA,1693062825
158,finale ligure,44.1695,8.3436,32.01,73,78,8.49,IT,1693062826
159,paredon,16.0333,-93.8667,28.37,69,86,1.15,MX,1693062826
160,maner,25.65,84.8833,30.95,68,98,2.74,IN,1693062691
161,linares,-35.85,-71.6,8.89,71,0,2.07,CL,1693062710
162,malvan,16.0667,73.4667,27.39,81,47,2.62,IN,1693062828
163,novyy turtkul',41.55,61.0167,22.95,45,15,4.4,UZ,1693062829
164,yuzhno-kurilsk,44.0306,145.8556,20.29,97,99,5.03,RU,1693062830
165,tamarac,26.2129,-80.2498,32.79,68,40,4.63,US,1693062649
166,kavalerovo,44.2661,135.0572,16.49,95,100,1.29,RU,1693062831
167,alghero,40.5589,8.3181,34.05,29,0,4.63,IT,1693062832
168,cadale,2.7603,46.3222,25.92,79,42,7.96,SO,1693062833
169,akureyri,65.6835,-18.0878,15.96,77,75,7.72,IS,1693062833
170,lupane,-18.9315,27.807,33.95,10,17,2.31,ZW,1693062834
171,hermanus,-34.4187,19.2345,13.22,62,97,2.98,ZA,1693062835
172,yarmouth,41.7057,-70.2286,24.49,95,100,3.09,US,1693062836
173,coahuayana de hidalgo,18.7,-103.6583,28.11,73,60,0.69,MX,1693062837
174,nuuk,64.1835,-51.7216,6.34,93,75,15.43,GL,1693062571
175,magadan,59.5667,150.8,11.3,82,99,1.47,RU,1693062708
176,altamira,-3.2033,-52.2064,35.05,52,75,2.57,BR,1693062839
177,nar'yan-mar,67.6713,53.087,6.93,86,100,4.09,RU,1693062840
178,kilindoni,-7.9139,39.6668,25.34,74,2,4.73,TZ,1693062840
179,walin,27.9833,83.7667,21.66,97,13,1.24,NP,1693062841
180,bel ombre,-4.6167,55.4167,27.91,83,40,5.14,SC,1693062842
181,oleiros,43.3333,-8.3167,20.77,68,40,6.69,ES,1693062843
182,fort bragg,35.139,-79.006,32.85,63,0,2.57,US,1693062844
183,udachny,66.4167,112.4,18.03,59,6,2.94,RU,1693062845
184,mar del plata,-38.0023,-57.5575,10.63,61,5,7.6,AR,1693062663
185,hobyo,5.3505,48.5268,26.37,76,19,12.6,SO,1693062847
186,tsengel,49.4783,100.8894,14.74,61,33,0.29,MN,1693062848
187,maracas,-13.4411,-40.4308,31.09,27,64,3.27,BR,1693062849
188,zhangjiajie,29.1294,110.4783,24.51,99,100,1.24,CN,1693062850
189,kudat,6.8837,116.8477,27.96,83,20,3.09,MY,1693062850
190,embarcacion,-23.209,-64.096,24.56,30,31,1.77,AR,1693062851
191,san sebastian de la gomera,28.0916,-17.1133,32.2,55,0,4.63,ES,1693062852
192,chul'man,56.8479,124.9104,6.14,82,2,1.17,RU,1693062853
193,sorong,-0.8833,131.25,25.75,87,86,6.35,ID,1693062853
194,kingston,17.997,-76.7936,29.02,88,85,1.34,JM,1693062756
195,okha,53.5739,142.9478,10.66,80,100,1.2,RU,1693062855
196,sitka,57.0531,-135.33,14.94,94,100,0.0,US,1693062413
197,isoka,-10.1606,32.6335,29.76,19,7,3.48,ZM,1693062856
198,lospalos,-8.5186,127.0025,20.94,64,6,4.35,TL,1693062857
199,bac lieu,9.285,105.7244,27.37,82,99,5.03,VN,1693062858
200,koulamoutou,-1.1303,12.4736,28.42,66,98,1.5,GA,1693062859
201,merizo village,13.2658,144.6691,27.31,94,98,10.6,GU,1693062860
202,ponta delgada,37.7333,-25.6667,22.4,94,75,7.2,PT,1693062718
203,sibut,5.718,19.0739,29.1,73,81,1.17,CF,1693062862
204,padang,-0.9492,100.3543,25.03,90,100,1.41,ID,1693062662
205,burutu,5.3509,5.5076,27.36,75,100,5.37,NG,1693062863
206,new norfolk,-42.7826,147.0587,4.38,89,76,0.81,AU,1693062865
207,zaozersk,69.4005,32.4476,12.48,71,80,5.08,RU,1693062867
208,broken hill,-31.95,141.4333,15.81,34,0,3.91,AU,1693062868
209,irtyshsk,53.3333,75.4572,18.9,39,99,6.18,KZ,1693062868
210,hengshui,37.7322,115.7011,18.12,97,100,2.93,CN,1693062872
211,hammerfest,70.6634,23.6821,10.25,81,100,1.03,NO,1693062874
212,zabol,32.25,67.25,25.76,13,0,5.11,AF,1693062877
213,palangkaraya,-2.2,113.8333,24.99,79,40,1.69,ID,1693062619
214,turpan,42.9333,89.1667,35.56,13,0,1.84,CN,1693062882
215,hassa,36.7994,36.5178,31.12,44,0,3.67,TR,1693062882
216,port moresby,-9.4431,147.1797,22.95,88,100,5.98,PG,1693062883
217,arar,30.9753,41.0381,41.01,9,0,3.6,SA,1693062884
218,constitucion,-35.3333,-72.4167,12.16,54,0,1.95,CL,1693062885
219,muisne,0.6,-80.0333,26.38,83,93,4.98,EC,1693062885
220,saipan,15.1355,145.701,27.58,100,40,3.09,MP,1693062886
221,tromso,69.6496,18.957,16.88,72,0,3.09,NO,1693062887
222,batticaloa,7.7102,81.6924,29.14,68,26,6.87,LK,1693062888
223,la feria,26.159,-97.8239,32.32,83,40,2.06,US,1693062888
224,kaohsiung,22.6163,120.3133,28.35,83,75,2.24,TW,1693062562
225,brisas de zicatela,15.8369,-97.0419,28.29,69,0,0.0,MX,1693062890
226,tsiombe,-25.3,45.4833,25.81,48,39,3.22,MG,1693062891
227,trondheim,63.4305,10.3951,20.51,74,56,0.45,NO,1693062891
228,puerto princesa,9.7392,118.7353,26.54,84,58,2.36,PH,1693062880
229,ancud,-41.8697,-73.8203,6.83,65,6,2.45,CL,1693062893
230,lubawka,50.7046,16.0003,25.77,85,95,1.72,PL,1693062894
231,east london,-33.0153,27.9116,15.52,47,0,8.75,ZA,1693062895
232,blantyre,-15.785,35.0085,27.34,37,0,6.69,MW,1693062896
233,hafar al-batin,28.4328,45.9708,43.32,13,0,5.14,SA,1693062897
234,kuching,1.55,110.3333,26.12,89,40,2.24,MY,1693062898
235,ghat,24.9647,10.1728,42.05,8,26,4.67,LY,1693062839
236,ulsteinvik,62.3432,5.8487,22.5,77,68,0.89,NO,1693062900
237,taikang,46.8333,124.4167,15.26,76,33,3.36,CN,1693062900
238,pandan,14.0453,124.1694,28.26,76,100,5.15,PH,1693062901
239,khandyga,62.6667,135.6,9.97,77,66,0.63,RU,1693062902
240,namibe,-15.1961,12.1522,20.24,74,10,5.37,AO,1693062904
241,al jawf,29.5,38.75,37.89,13,0,5.48,SA,1693062904
242,nishinoomote,30.7333,131.0,27.82,76,9,5.85,JP,1693062906
243,leua,48.2156,18.6071,33.05,32,1,3.74,SK,1693062907
244,acarau,-2.8856,-40.12,31.48,51,3,7.27,BR,1693062908
245,raja,8.4596,25.678,27.2,74,99,0.52,SS,1693062754
246,alibag,18.6411,72.8792,28.04,83,24,4.32,IN,1693062584
247,san jose de jachal,-30.2406,-68.7469,10.25,51,7,2.79,AR,1693062910
248,goundam,16.4145,-3.6708,35.61,34,100,4.53,ML,1693062911
249,kasongo-lunda,-6.4667,16.8167,35.89,26,77,2.27,CD,1693062912
250,invercargill,-46.4,168.35,6.12,79,60,8.05,NZ,1693062912
251,kristiansund,63.1115,7.732,21.36,52,75,4.12,NO,1693062913
252,caruthersville,36.1931,-89.6556,32.97,78,0,1.84,US,1693062914
253,newman,37.3138,-121.0208,20.13,80,0,0.89,US,1693062846
254,castillos,-34.1667,-53.8333,12.15,46,1,3.92,UY,1693062915
255,arawa,-6.2132,155.5367,23.79,92,100,1.69,PG,1693062916
256,ad dabbah,18.05,30.95,44.37,9,8,2.37,SD,1693062917
257,autun,46.95,4.3,23.61,35,47,1.6,FR,1693062918
258,kulachi,31.9286,70.4592,37.76,28,50,2.44,PK,1693062919
259,peniche,39.3558,-9.3811,25.16,66,0,8.45,PT,1693062466
260,dampit,-8.2116,112.7493,19.53,96,36,2.09,ID,1693062921
261,mount pearl,47.5166,-52.7813,19.69,78,75,2.57,CA,1693062922
262,verkhneural'sk,53.8769,59.2106,11.12,55,91,1.32,RU,1693062923
263,ciudad lazaro cardenas,17.9583,-102.2,27.15,72,4,1.41,MX,1693062924
264,pamandzi,-12.7967,45.2794,26.88,74,0,4.63,YT,1693062925
265,utrik,11.2278,169.8474,28.09,80,100,7.04,MH,1693062926
266,ayorou,14.7308,0.9174,35.85,36,34,4.37,NE,1693062926
267,cavalaire-sur-mer,43.174,6.5272,34.85,66,65,1.79,FR,1693062433
268,sodankyla,67.4167,26.6,16.9,62,100,2.09,FI,1693062929
269,maues,-3.3836,-57.7186,37.61,29,0,2.02,BR,1693062643
270,kimbe,-5.5502,150.1429,24.69,88,100,2.89,PG,1693062932
271,el granada,37.5027,-122.4694,17.9,91,100,4.63,US,1693062934
272,castro de rei,42.7167,-7.5667,18.93,39,61,4.31,ES,1693062936
273,geraldton,-28.7667,114.6,11.23,93,0,1.54,AU,1693062937
274,bardai,11.65,7.2333,30.07,55,73,2.71,NG,1693062938
275,oodweyne,9.4092,45.064,31.86,29,65,7.06,SO,1693062938
276,terrasson-lavilledieu,45.1301,1.3014,24.34,39,63,2.58,FR,1693062939
277,ajdabiya,30.7554,20.2263,30.24,51,0,8.08,LY,1693062940
278,mejit,10.2753,170.8646,27.71,78,100,7.44,MH,1693062941
279,angaur state,6.906,134.13,27.62,84,99,7.08,PW,1693062941
280,gadzhiyevo,69.2551,33.3362,10.64,79,77,4.37,RU,1693062942
281,shingu,33.7333,135.9833,24.52,89,14,2.51,JP,1693062943
282,taos,36.4072,-105.5731,22.34,74,40,0.0,US,1693062648
283,midvagur,62.0511,-7.1939,13.46,76,100,4.63,FO,1693062945
284,kindu,-2.95,25.95,32.37,40,81,1.26,CD,1693062946
285,kittila,67.6647,24.8936,19.23,59,20,1.54,FI,1693062946
286,antsiranana,-12.2787,49.2917,24.29,77,2,7.81,MG,1693062947
287,luang namtha,20.9497,101.4011,22.65,96,100,1.02,LA,1693062948
288,nova vicosa,-17.8919,-39.3719,29.07,63,16,3.92,BR,1693062948
289,christchurch,-43.5333,172.6333,8.51,86,75,9.26,NZ,1693062949
290,al burayqah,30.4062,19.5739,28.32,69,0,6.73,LY,1693062950
291,porto novo,6.4965,2.6036,28.68,68,47,5.41,BJ,1693062920
292,nyakahanga,-1.6033,31.1414,26.62,32,93,2.88,TZ,1693062951
293,vila franca do campo,37.7167,-25.4333,23.23,76,95,7.31,PT,1693062786
294,dudinka,69.4058,86.1778,10.9,92,99,5.29,RU,1693062953
295,sonoita,31.85,-112.8333,33.55,32,9,1.33,MX,1693062954
296,kapuskasing,49.4169,-82.4331,10.05,76,40,3.6,CA,1693062954
297,luanda,-8.8368,13.2343,26.0,65,20,4.63,AO,1693062955
298,kayangel,8.0823,134.7173,27.91,83,100,7.7,PW,1693062956
299,portland,45.5234,-122.6762,20.34,80,0,2.24,US,1693062573
300,port lincoln,-34.7333,135.8667,12.22,68,96,3.9,AU,1693062957
301,aral,40.5156,81.2636,30.89,14,99,3.02,CN,1693062958
302,kodinsk,58.6881,99.1844,16.43,96,100,2.7,RU,1693062959
303,lihue,21.9789,-159.3672,26.77,78,75,6.17,US,1693062915
304,magistral'nyy,56.1725,107.4458,16.88,70,96,0.56,RU,1693062960
305,alvaraes,-3.2208,-64.8042,32.93,32,3,1.49,BR,1693062961
306,lerwick,60.1545,-1.1494,14.0,91,92,3.2,GB,1693062961
307,turan,16.0678,108.2208,29.99,79,20,0.51,VN,1693062962
308,burao,9.5221,45.5336,31.88,29,97,7.44,SO,1693062963
309,chauk,20.8833,94.8167,27.32,74,97,8.56,MM,1693062965
310,harper,4.375,-7.7169,26.13,82,62,5.39,LR,1693062965
311,arno,60.1167,18.6333,17.66,81,100,5.63,SE,1693062966
312,alofi,-19.0595,-169.9187,20.94,88,100,4.12,NU,1693062967
313,mata-utu,-13.2816,-176.1745,24.63,94,100,9.58,WF,1693062967
314,filadelfia,39.9523,-75.1638,29.72,71,40,5.14,US,1693062789
315,chifeng,42.2683,118.9636,17.12,55,64,1.01,CN,1693062970
316,al qubbah,32.7616,22.2424,28.06,43,0,8.55,LY,1693062970
317,tralee,52.2704,-9.7026,17.14,77,75,5.66,IE,1693062971
318,lorengau,-2.0226,147.2712,27.2,85,71,6.18,PG,1693062972
319,solleftea,63.1667,17.2667,16.92,81,52,4.02,SE,1693062952
320,pajapan,18.25,-94.7,25.09,76,9,1.11,MX,1693062973
321,susuman,62.7833,148.1667,5.41,90,75,0.26,RU,1693062783
322,richmond,37.5538,-77.4603,31.85,63,75,4.63,US,1693062754
323,vorkuta,67.5,64.0,4.96,97,100,4.4,RU,1693062975
324,kadugli,11.0167,29.7167,26.01,72,81,2.3,SD,1693062976
325,kletnya,53.3897,33.2171,23.82,59,43,1.87,RU,1693062977
